,index,X
780,"(0, 97, 5)",0.0
781,"(0, 97, 6)",0.0
782,"(0, 97, 7)",0.0
783,"(0, 97, 8)",0.0
784,"(0, 98, 1)",0.0
785,"(0, 98, 2)",0.0
786,"(0, 98, 3)",0.0
787,"(0, 98, 4)",0.0
788,"(0, 98, 5)",0.0
789,"(0, 98, 6)",0.0
790,"(0, 98, 7)",0.0
791,"(0, 98, 8)",0.0
792,"(0, 99, 1)",0.0
793,"(0, 99, 2)",0.0
794,"(0, 99, 3)",0.0
795,"(0, 99, 4)",0.0
796,"(0, 99, 5)",0.0
797,"(0, 99, 6)",0.0
798,"(0, 99, 7)",0.0
799,"(0, 99, 8)",0.0
800,"(0, 100, 1)",0.0
801,"(0, 100, 2)",0.0
802,"(0, 100, 3)",0.0
803,"(0, 100, 4)",0.0
804,"(0, 100, 5)",0.0
805,"(0, 100, 6)",0.0
806,"(0, 100, 7)",0.0
807,"(0, 100, 8)",0.0
808,"(0, 101, 1)",0.0
809,"(0, 101, 2)",0.0
810,"(0, 101, 3)",0.0
811,"(0, 101, 4)",0.0
812,"(0, 101, 5)",0.0
813,"(0, 101, 6)",0.0
814,"(0, 101, 7)",0.0
815,"(0, 101, 8)",0.0
816,"(0, 102, 1)",0.0
817,"(0, 102, 2)",0.0
818,"(0, 102, 3)",0.0
819,"(0, 102, 4)",0.0
820,"(0, 102, 5)",0.0
